Len = 108	V0----------------------------------------------------------------------------------------------------
V0:   OrderedDict([('V_AB', 0), ('V_BC', 0), ('V_CA', 0), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 3, 0], [3, 2, 0], [0, 4, 2], [4, 0, -2], [0, 5, 1], [5, 0, -1]]), ('Tree Num', '0'), ('TopologyCNT', '36'), ('Vin', 'VIII_0'), ('Vout', 'VII_1')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [1, 4, 1], [4, 1, -1], [2, 3, -2], [3, 2, 2]]), ('Tree Num', '36'), ('TopologyCNT', '2937'), ('Vin', 'VIII_2'), ('Vout', 'VII_2')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [1, 5, 2], [5, 1, -2], [2, 4, -1], [4, 2, 1]]), ('Tree Num', '39'), ('TopologyCNT', '3181'), ('Vin', 'VIII_2'), ('Vout', 'VII_2')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 3, 0], [3, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [2, 3, -2], [3, 2, 2], [2, 4, -1], [4, 2, 1]]), ('Tree Num', '40'), ('TopologyCNT', '3263'), ('Vin', 'VIII_2'), ('Vout', 'VII_2')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, 1], [3, 0, -1], [0, 5, 2], [5, 0, -2]]), ('Tree Num', '5'), ('TopologyCNT', '408'), ('Vin', 'VIII_2'), ('Vout', 'VII_3')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, 1], [3, 0, -1], [1, 5, 2], [5, 1, -2]]), ('Tree Num', '16'), ('TopologyCNT', '1296'), ('Vin', 'VIII_2'), ('Vout', 'VII_3')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, 1], [3, 0, -1], [2, 4, -2], [4, 2, 2]]), ('Tree Num', '18'), ('TopologyCNT', '1457'), ('Vin', 'VIII_2'), ('Vout', 'VII_3')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 5, 0], [5, 2, 0], [0, 5, 2], [5, 0, -2], [1, 3, 1], [3, 1, -1]]), ('Tree Num', '47'), ('TopologyCNT', '3796'), ('Vin', 'VIII_2'), ('Vout', 'VII_3')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 5, 0], [5, 2, 0], [0, 5, 2], [5, 0, -2], [2, 3, -1], [3, 2, 1]]), ('Tree Num', '54'), ('TopologyCNT', '4365'), ('Vin', 'VIII_2'), ('Vout', 'VII_3')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 5, 0], [5, 2, 0], [1, 3, 1], [3, 1, -1], [1, 5, 2], [5, 1, -2]]), ('Tree Num', '59'), ('TopologyCNT', '4760'), ('Vin', 'VIII_2'), ('Vout', 'VII_3')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 5, 0], [5, 2, 0], [1, 3, 1], [3, 1, -1], [2, 4, -2], [4, 2, 2]]), ('Tree Num', '61'), ('TopologyCNT', '4921'), ('Vin', 'VIII_2'), ('Vout', 'VII_3')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 5, 0], [5, 2, 0], [1, 5, 2], [5, 1, -2], [2, 3, -1], [3, 2, 1]]), ('Tree Num', '66'), ('TopologyCNT', '5341'), ('Vin', 'VIII_2'), ('Vout', 'VII_3')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 5, 0], [5, 2, 0], [2, 3, -1], [3, 2, 1], [2, 4, -2], [4, 2, 2]]), ('Tree Num', '67'), ('TopologyCNT', '5419'), ('Vin', 'VIII_2'), ('Vout', 'VII_3')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 3, 0], [3, 2, 0], [0, 3, 2], [3, 0, -2], [0, 5, 1], [5, 0, -1]]), ('Tree Num', '3'), ('TopologyCNT', '252'), ('Vin', 'VIII_2'), ('Vout', 'VII_4')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 3, 0], [3, 2, 0], [0, 3, 2], [3, 0, -2], [1, 5, 1], [5, 1, -1]]), ('Tree Num', '14'), ('TopologyCNT', '1140'), ('Vin', 'VIII_2'), ('Vout', 'VII_4')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 3, 0], [3, 2, 0], [0, 3, 2], [3, 0, -2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '17'), ('TopologyCNT', '1389'), ('Vin', 'VIII_2'), ('Vout', 'VII_4')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 3, 0], [3, 2, 0], [0, 5, 1], [5, 0, -1], [1, 3, 2], [3, 1, -2]]), ('Tree Num', '45'), ('TopologyCNT', '3632'), ('Vin', 'VIII_2'), ('Vout', 'VII_4')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 3, 0], [3, 2, 0], [0, 5, 1], [5, 0, -1], [2, 4, -2], [4, 2, 2]]), ('Tree Num', '53'), ('TopologyCNT', '4289'), ('Vin', 'VIII_2'), ('Vout', 'VII_4')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 3, 0], [3, 2, 0], [1, 3, 2], [3, 1, -2], [1, 5, 1], [5, 1, -1]]), ('Tree Num', '57'), ('TopologyCNT', '4604'), ('Vin', 'VIII_2'), ('Vout', 'VII_4')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 3, 0], [3, 2, 0], [1, 3, 2], [3, 1, -2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '60'), ('TopologyCNT', '4853'), ('Vin', 'VIII_2'), ('Vout', 'VII_4')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 3, 0], [3, 2, 0], [1, 5, 1], [5, 1, -1], [2, 4, -2], [4, 2, 2]]), ('Tree Num', '65'), ('TopologyCNT', '5265'), ('Vin', 'VIII_2'), ('Vout', 'VII_4')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -2), ('V_bc', 1), ('V_ca', 1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 4, 0], [4, 1, 0], [2, 3, 0], [3, 2, 0], [2, 4, -2], [4, 2, 2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '67'), ('TopologyCNT', '5439'), ('Vin', 'VIII_2'), ('Vout', 'VII_4')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 3, 0], [3, 2, 0], [0, 3, 2], [3, 0, -2], [0, 4, 1], [4, 0, -1]]), ('Tree Num', '6'), ('TopologyCNT', '484'), ('Vin', 'VIII_2'), ('Vout', 'VII_5')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 3, 0], [3, 2, 0], [0, 3, 2], [3, 0, -2], [1, 4, 1], [4, 1, -1]]), ('Tree Num', '26'), ('TopologyCNT', '2092'), ('Vin', 'VIII_2'), ('Vout', 'VII_5')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 3, 0], [3, 2, 0], [0, 3, 2], [3, 0, -2], [2, 4, -1], [4, 2, 1]]), ('Tree Num', '31'), ('TopologyCNT', '2509'), ('Vin', 'VIII_2'), ('Vout', 'VII_5')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 3, 0], [3, 2, 0], [0, 4, 1], [4, 0, -1], [1, 3, 2], [3, 1, -2]]), ('Tree Num', '48'), ('TopologyCNT', '3848'), ('Vin', 'VIII_2'), ('Vout', 'VII_5')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 3, 0], [3, 2, 0], [0, 4, 1], [4, 0, -1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '56'), ('TopologyCNT', '4505'), ('Vin', 'VIII_2'), ('Vout', 'VII_5')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 3, 0], [3, 2, 0], [1, 3, 2], [3, 1, -2], [1, 4, 1], [4, 1, -1]]), ('Tree Num', '69'), ('TopologyCNT', '5556'), ('Vin', 'VIII_2'), ('Vout', 'VII_5')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 3, 0], [3, 2, 0], [1, 3, 2], [3, 1, -2], [2, 4, -1], [4, 2, 1]]), ('Tree Num', '74'), ('TopologyCNT', '5973'), ('Vin', 'VIII_2'), ('Vout', 'VII_5')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 3, 0], [3, 2, 0], [1, 4, 1], [4, 1, -1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '78'), ('TopologyCNT', '6289'), ('Vin', 'VIII_2'), ('Vout', 'VII_5')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', -1), ('V_bc', -1), ('V_ca', 2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 3, 0], [3, 2, 0], [2, 4, -1], [4, 2, 1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '80'), ('TopologyCNT', '6475'), ('Vin', 'VIII_2'), ('Vout', 'VII_5')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 4, 0], [4, 2, 0], [0, 3, 1], [3, 0, -1], [0, 4, 2], [4, 0, -2]]), ('Tree Num', '7'), ('TopologyCNT', '560'), ('Vin', 'VIII_2'), ('Vout', 'VII_6')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 4, 0], [4, 2, 0], [0, 3, 1], [3, 0, -1], [1, 4, 2], [4, 1, -2]]), ('Tree Num', '27'), ('TopologyCNT', '2168'), ('Vin', 'VIII_2'), ('Vout', 'VII_6')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 4, 0], [4, 2, 0], [0, 3, 1], [3, 0, -1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '32'), ('TopologyCNT', '2585'), ('Vin', 'VIII_2'), ('Vout', 'VII_6')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 4, 0], [4, 2, 0], [0, 4, 2], [4, 0, -2], [1, 3, 1], [3, 1, -1]]), ('Tree Num', '49'), ('TopologyCNT', '3932'), ('Vin', 'VIII_2'), ('Vout', 'VII_6')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 4, 0], [4, 2, 0], [0, 4, 2], [4, 0, -2], [2, 3, -1], [3, 2, 1]]), ('Tree Num', '55'), ('TopologyCNT', '4421'), ('Vin', 'VIII_2'), ('Vout', 'VII_6')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 4, 0], [4, 2, 0], [1, 3, 1], [3, 1, -1], [1, 4, 2], [4, 1, -2]]), ('Tree Num', '70'), ('TopologyCNT', '5632'), ('Vin', 'VIII_2'), ('Vout', 'VII_6')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 4, 0], [4, 2, 0], [1, 3, 1], [3, 1, -1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '75'), ('TopologyCNT', '6049'), ('Vin', 'VIII_2'), ('Vout', 'VII_6')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 4, 0], [4, 2, 0], [1, 4, 2], [4, 1, -2], [2, 3, -1], [3, 2, 1]]), ('Tree Num', '77'), ('TopologyCNT', '6205'), ('Vin', 'VIII_2'), ('Vout', 'VII_6')])
V2:   OrderedDict([('V_AB', 0), ('V_BC', 2), ('V_CA', -2), ('V_ab', 1), ('V_bc', -2), ('V_ca', 1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 5, 0], [5, 1, 0], [2, 4, 0], [4, 2, 0], [2, 3, -1], [3, 2, 1], [2, 5, -2], [5, 2, 2]]), ('Tree Num', '80'), ('TopologyCNT', '6467'), ('Vin', 'VIII_2'), ('Vout', 'VII_6')])


Len = 54	V3----------------------------------------------------------------------------------------------------
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [0, 3, -2], [3, 0, 2], [0, 5, -1], [5, 0, 1]]), ('Tree Num', '1'), ('TopologyCNT', '95'), ('Vin', 'VIII_3'), ('Vout', 'VII_1')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [0, 3, -2], [3, 0, 2], [1, 5, 1], [5, 1, -1]]), ('Tree Num', '10'), ('TopologyCNT', '822'), ('Vin', 'VIII_3'), ('Vout', 'VII_1')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [0, 3, -2], [3, 0, 2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '13'), ('TopologyCNT', '1071'), ('Vin', 'VIII_3'), ('Vout', 'VII_1')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [0, 5, -1], [5, 0, 1], [1, 4, 2], [4, 1, -2]]), ('Tree Num', '46'), ('TopologyCNT', '3722'), ('Vin', 'VIII_3'), ('Vout', 'VII_1')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [0, 5, -1], [5, 0, 1], [2, 3, -2], [3, 2, 2]]), ('Tree Num', '51'), ('TopologyCNT', '4123'), ('Vin', 'VIII_3'), ('Vout', 'VII_1')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [1, 4, 2], [4, 1, -2], [1, 5, 1], [5, 1, -1]]), ('Tree Num', '58'), ('TopologyCNT', '4700'), ('Vin', 'VIII_3'), ('Vout', 'VII_1')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [1, 4, 2], [4, 1, -2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '61'), ('TopologyCNT', '4949'), ('Vin', 'VIII_3'), ('Vout', 'VII_1')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [1, 5, 1], [5, 1, -1], [2, 3, -2], [3, 2, 2]]), ('Tree Num', '62'), ('TopologyCNT', '5017'), ('Vin', 'VIII_3'), ('Vout', 'VII_1')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 2), ('V_bc', -1), ('V_ca', -1), ('DirectedTable', [[0, 4, 0], [4, 0, 0], [1, 3, 0], [3, 1, 0], [2, 4, 0], [4, 2, 0], [2, 3, -2], [3, 2, 2], [2, 5, -1], [5, 2, 1]]), ('Tree Num', '64'), ('TopologyCNT', '5191'), ('Vin', 'VIII_3'), ('Vout', 'VII_1')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, -2], [3, 0, 2], [0, 4, -1], [4, 0, 1]]), ('Tree Num', '2'), ('TopologyCNT', '167'), ('Vin', 'VIII_3'), ('Vout', 'VII_2')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, -2], [3, 0, 2], [1, 4, 1], [4, 1, -1]]), ('Tree Num', '23'), ('TopologyCNT', '1862'), ('Vin', 'VIII_3'), ('Vout', 'VII_2')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, -2], [3, 0, 2], [2, 4, -1], [4, 2, 1]]), ('Tree Num', '25'), ('TopologyCNT', '2023'), ('Vin', 'VIII_3'), ('Vout', 'VII_2')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [0, 4, -1], [4, 0, 1], [1, 5, 2], [5, 1, -2]]), ('Tree Num', '50'), ('TopologyCNT', '4018'), ('Vin', 'VIII_3'), ('Vout', 'VII_2')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [0, 4, -1], [4, 0, 1], [2, 3, -2], [3, 2, 2]]), ('Tree Num', '52'), ('TopologyCNT', '4179'), ('Vin', 'VIII_3'), ('Vout', 'VII_2')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [1, 4, 1], [4, 1, -1], [1, 5, 2], [5, 1, -2]]), ('Tree Num', '71'), ('TopologyCNT', '5736'), ('Vin', 'VIII_3'), ('Vout', 'VII_2')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [1, 4, 1], [4, 1, -1], [2, 3, -2], [3, 2, 2]]), ('Tree Num', '72'), ('TopologyCNT', '5817'), ('Vin', 'VIII_3'), ('Vout', 'VII_2')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [1, 5, 2], [5, 1, -2], [2, 4, -1], [4, 2, 1]]), ('Tree Num', '75'), ('TopologyCNT', '6061'), ('Vin', 'VIII_3'), ('Vout', 'VII_2')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', 1), ('V_bc', 1), ('V_ca', -2), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 3, 0], [3, 1, 0], [2, 5, 0], [5, 2, 0], [2, 3, -2], [3, 2, 2], [2, 4, -1], [4, 2, 1]]), ('Tree Num', '76'), ('TopologyCNT', '6143'), ('Vin', 'VIII_3'), ('Vout', 'VII_2')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 4, 0], [4, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, -1], [3, 0, 1], [0, 4, -2], [4, 0, 2]]), ('Tree Num', '5'), ('TopologyCNT', '403'), ('Vin', 'VIII_3'), ('Vout', 'VII_3')])
V3:   OrderedDict([('V_AB', -2), ('V_BC', 2), ('V_CA', 0), ('V_ab', -1), ('V_bc', 2), ('V_ca', -1), ('DirectedTable', [[0, 5, 0], [5, 0, 0], [1, 4, 0], [4, 1, 0], [2, 5, 0], [5, 2, 0], [0, 3, -1], [3, 0, 1], [1, 5, 2], [5, 1, -2]]), ('Tree Num', '28'), ('TopologyCNT', '2258'), ('Vin', 'VIII_3'), ('Vout', 'VII_3')])
